epoch,train_loss,train_acc,val_loss,val_acc,learning_rate
1,4.362500050488641,12.549019607843137,2.7755687769721535,44.509803921568626,0.0001;0.001
2,2.3999361402848187,55.98039215686274,1.4581608898499432,74.50980392156863,0.0001;0.001
3,1.425727696979747,75.88235294117646,0.9507468019046036,81.17647058823529,0.0001;0.001
4,0.9718978302151549,84.11764705882354,0.7096242918103349,86.56862745098039,0.0001;0.001
5,0.6677506465537876,89.6078431372549,0.5526292798565883,90.3921568627451,0.0001;0.001
6,0.5163992767240487,92.45098039215686,0.5096638209679547,89.90196078431373,0.0001;0.001
7,0.403162711391262,93.43137254901961,0.4396314457351086,90.7843137254902,0.0001;0.001
8,0.3257925264975604,94.80392156862744,0.4130339960257212,91.07843137254902,0.0001;0.001
9,0.2980139523744583,95.7843137254902,0.3917812918915468,90.68627450980392,0.0001;0.001
10,0.259784596340329,94.70588235294117,0.39608091118873334,91.17647058823529,0.0001;0.001
11,0.2628624951138216,95.3921568627451,0.3879090183505825,90.49019607843137,0.0001;0.001
12,0.24336837571041256,95.19607843137256,0.3607543722671621,91.96078431372548,0.0001;0.001
13,0.20577366135868372,95.49019607843137,0.3647699070327422,91.47058823529412,0.0001;0.001
14,0.18192547729202346,96.27450980392157,0.35020184125386034,91.56862745098039,0.0001;0.001
15,0.1799282451470693,96.27450980392157,0.34887365847826,91.96078431372548,0.0001;0.001
16,0.17587092448683345,95.98039215686275,0.34126190543174745,91.86274509803921,0.0001;0.001
17,0.20762332625248853,95.49019607843137,0.35965019055441316,91.76470588235294,0.0001;0.001
18,0.15924267874044531,96.47058823529412,0.36998427375858906,91.37254901960785,0.0001;0.001
19,0.18536119052008088,95.49019607843137,0.3630973869094662,90.58823529411765,0.0001;0.001
20,0.20125679646929104,95.3921568627451,0.4052596401350171,89.90196078431373,0.0001;0.001
21,0.19436831012660383,95.58823529411765,0.34550784937306944,91.66666666666667,0.0001;0.001
22,0.16201469252506892,95.98039215686275,0.35760149381616535,91.37254901960785,0.0001;0.001
23,0.13447109677043614,97.05882352941177,0.32069426309682575,92.15686274509804,0.0001;0.001
24,0.12522634543916758,97.25490196078431,0.3417330940272294,91.86274509803921,0.0001;0.001
25,0.1154485204494467,97.3529411764706,0.3385871305039116,91.76470588235294,0.0001;0.001
26,0.12852645314791622,97.15686274509804,0.3396959559444119,91.27450980392157,0.0001;0.001
27,0.1374810394118814,96.47058823529412,0.32468666337868746,91.47058823529412,0.0001;0.001
28,0.1328733649616148,96.37254901960785,0.315049124655186,91.96078431372548,0.0001;0.001
29,0.13910709923388911,96.47058823529412,0.3267379666806436,91.07843137254902,0.0001;0.001
30,0.13224561652716468,96.86274509803921,0.32948167478190915,91.66666666666667,0.0001;0.001
31,0.11148395906476413,97.3529411764706,0.3572318360939914,91.07843137254902,0.0001;0.001
32,0.12229913195558623,97.15686274509804,0.34190865549094535,92.25490196078431,0.0001;0.001
33,0.14114491039631413,96.86274509803921,0.3278653583105873,91.47058823529412,0.0001;0.001
34,0.10498089436806884,97.74509803921569,0.3492710702851707,91.96078431372548,0.0001;0.001
35,0.11547306796499326,96.66666666666667,0.3459897924725916,91.27450980392157,0.0001;0.001
36,0.13316343929253371,96.17647058823529,0.3056258124463698,91.96078431372548,0.0001;0.001
37,0.11440743687106114,97.3529411764706,0.36107837595776016,91.66666666666667,0.0001;0.001
38,0.12328874741991361,96.86274509803921,0.3477073860226893,90.7843137254902,0.0001;0.001
39,0.09000510135848148,97.54901960784314,0.35051346269308353,90.98039215686275,0.0001;0.001
40,0.1252470087040873,96.86274509803921,0.34925990335497203,91.96078431372548,0.0001;0.001
41,0.1136103742555076,97.54901960784314,0.35906439417717506,91.07843137254902,0.0001;0.001
42,0.11483264051231684,97.05882352941177,0.3362516191660189,90.98039215686275,0.0001;0.001
43,0.14273095452318005,96.66666666666667,0.36207743891898325,90.0,0.0001;0.001
44,0.1334428396149009,96.47058823529412,0.3776077742085737,90.49019607843137,0.0001;0.001
45,0.1225904905036384,96.66666666666667,0.4083598459760348,89.31372549019608,0.0001;0.001
46,0.1388696764321888,95.88235294117646,0.41066475183356044,90.29411764705883,0.0001;0.001
47,0.12424631679759306,96.76470588235294,0.33449079116769864,92.05882352941177,0.0001;0.001
48,0.1775150091040368,95.3921568627451,0.3999980954416827,89.90196078431373,0.0001;0.001
49,0.13689174354076386,95.7843137254902,0.4222987747075511,88.72549019607843,0.0001;0.001
50,0.1131032170326102,97.15686274509804,0.396751459074371,89.11764705882354,0.0001;0.001
